card_code,source_code,orientation,context,meaning_text,advice_text,warning_text,polarity,action_level,speed_level,stability_level,ending_level,origin,source_locator,page_start,page_end,priority,review_status,review_method,review_notes,is_active
KING_OF_SWORDS,WAITE_PKD_1910,REVERSED,GENERAL,권력과 판단이 잔혹함·배신·악의로 변하는 권력 남용,권한과 책임의 경계를 다시 세우세요.,상대의 권위만으로 판단하지 마세요.,-4,3,3,0,1,DERIVED,"Part III §2 — Swords, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,돈·자원·안락함과 현실적인 번영을 시작할 수 있는 강한 기회,기회의 실제 가치와 유지 비용을 함께 계산하세요.,,4,4,3,4,0,DERIVED,"Part III §2 — Pentacles, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
ACE_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,부는 커질 수 있지만 탐욕·나쁜 소식·소유의 부작용이 함께 커지는 상태,양을 늘리기보다 적정 수준과 중단 기준을 정하세요.,,-1,4,4,1,0,DERIVED,"Part III §2 — Pentacles, Ace",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,여러 일과 소식을 유연하게 돌리지만 장애와 소란도 함께 관리해야 하는 상태,우선순위를 정하고 동시에 다룰 일의 수를 줄이세요.,,1,4,3,2,0,DERIVED,"Part III §2 — Pentacles, Two",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TWO_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,겉으로 즐거운 척하며 실제 부담을 숨기거나 문서·거래가 복잡해지는 상태,겉모습과 실제 부담 사이의 차이를 인정하세요.,,-2,2,2,1,0,DERIVED,"Part III §2 — Pentacles, Two",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,숙련된 노동과 협업이 명예·평판·전문적 성과로 이어지는 흐름,결과의 품질 기준을 정하고 꾸준히 반복하세요.,,3,4,2,4,0,DERIVED,"Part III §2 — Pentacles, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
THREE_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,기준과 숙련이 부족해 결과가 평범하고 미숙하게 머무는 상태,부족한 기준을 인정하고 다시 연습할 항목을 정하세요.,,-2,1,1,1,0,DERIVED,"Part III §2 — Pentacles, Three",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,보유한 재산과 기반을 단단히 지키지만 놓지 못하는 성향도 강한 상태,안정을 지키되 자원이 묶여 기회를 막지 않는지 보세요.,,3,2,1,5,0,DERIVED,"Part III §2 — Pentacles, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FOUR_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,소유와 계획이 지연·반대·긴장에 묶여 움직이지 못하는 상태,지연 원인과 재개 조건을 명확히 정하세요.,,-1,1,0,1,0,DERIVED,"Part III §2 — Pentacles, Four",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,돈·생활 기반·지원이 부족해 소외와 물질적 어려움을 겪는 상태,혼자 버티기보다 이용 가능한 지원과 비용 절감책을 찾으세요.,,-4,1,1,0,2,DERIVED,"Part III §2 — Pentacles, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
FIVE_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,궁핍이 혼란·낭비·불화와 결합해 구조적인 붕괴로 번지는 상태,무너진 가정과 실제로 남은 자원을 분리하세요.,충격 속에서 추가 결정을 서두르지 마세요.,-4,4,5,0,4,DERIVED,"Part III §2 — Pentacles, Five",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,선물·도움·자원을 주고받으며 현재의 번영을 나누는 흐름,주는 조건과 받는 책임을 서로 명확히 하세요.,,3,3,2,4,0,DERIVED,"Part III §2 — Pentacles, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SIX_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,도움과 돈의 관계에 욕심·질투·소유욕이 개입하는 상태,필요한 몫과 과도한 욕심을 구분하세요.,,-3,3,2,0,0,DERIVED,"Part III §2 — Pentacles, Six",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,돈·사업·교환의 결과를 지켜보며 더 투자할지 평가하는 상태,추가 투자 전에 지금까지의 수익과 비용을 계산하세요.,,1,1,0,3,0,DERIVED,"Part III §2 — Pentacles, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
SEVEN_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,돈을 빌리거나 더 투자하는 문제 때문에 불안과 의심이 커지는 상태,사실과 예상 걱정을 분리해 적어보세요.,불안을 확정된 결과로 받아들이지 마세요.,-4,0,0,0,0,DERIVED,"Part III §2 — Pentacles, Seven",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,반복 작업과 기술 연마로 실제 쓸 수 있는 숙련을 만드는 단계,결과의 품질 기준을 정하고 꾸준히 반복하세요.,,3,4,2,4,0,DERIVED,"Part III §2 — Pentacles, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
EIGHT_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,기술이 허영·탐욕·착취·교묘한 술수에 사용되는 상태,수단이 목적을 해치지 않는지 다시 점검하세요.,,-3,3,3,0,1,DERIVED,"Part III §2 — Pentacles, Eight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,신중한 판단과 성취를 바탕으로 안전하고 독립적인 기반을 누리는 상태,성과를 유지할 수 있는 독립적 기반을 강화하세요.,,4,3,2,5,0,DERIVED,"Part III §2 — Pentacles, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
NINE_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,사기·나쁜 믿음·잘못된 계획 때문에 구축한 기반이 흔들리는 상태,말보다 검증 가능한 사실과 기록을 확인하세요.,확인되지 않은 약속을 믿고 선행하지 마세요.,-3,3,3,0,0,DERIVED,"Part III §2 — Pentacles, Nine",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,부·가족·집·기록과 전통이 오래 지속되는 기반으로 축적되는 흐름,단기 이익보다 오래 남길 구조와 책임을 확인하세요.,,4,2,1,5,3,DERIVED,"Part III §2 — Pentacles, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
TEN_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,우연·도박·절도·손실이 재산과 가족 기반을 흔드는 상태,잃은 것과 아직 남아 있는 것을 따로 확인하세요.,손실을 만회하려 같은 선택을 반복하지 마세요.,-4,1,1,0,3,DERIVED,"Part III §2 — Pentacles, Ten",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,공부·연구·실무 준비와 관리 능력을 키우며 현실적인 소식을 받는 단계,배울 내용을 실제 결과물로 연결하는 계획을 세우세요.,,2,2,2,3,0,DERIVED,"Part III §2 — Pentacles, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
PAGE_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,낭비·사치·산만함 때문에 학습과 자원의 가치가 새어 나가는 상태,지출과 에너지 사용에서 당장 끊을 항목을 정하세요.,,-3,2,3,0,0,DERIVED,"Part III §2 — Pentacles, Page",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,실용성·책임감·정직함으로 맡은 일을 느리지만 꾸준히 수행하는 상태,작은 약속을 일정하게 지키며 신뢰를 쌓으세요.,,3,3,1,5,0,DERIVED,"Part III §2 — Pentacles, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KNIGHT_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,느림이 무기력·게으름·정체와 부주의로 굳어지는 상태,정체를 깨기 위한 가장 작은 행동을 기한과 함께 정하세요.,,-2,0,0,2,0,DERIVED,"Part III §2 — Pentacles, Knight",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,풍요·관대함·안정과 자유를 현실적인 돌봄으로 제공하는 힘,이미 가진 자원과 성장 조건을 구체적으로 활용하세요.,,4,3,2,4,0,DERIVED,"Part III §2 — Pentacles, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
QUEEN_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,안정이 의심·두려움·불신에 흔들려 자원을 편안히 쓰지 못하는 상태,의심을 해소할 수 있는 증거와 질문을 정하세요.,,-2,1,1,1,0,DERIVED,"Part III §2 — Pentacles, Queen",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_PENTACLES,WAITE_PKD_1910,UPRIGHT,GENERAL,사업 감각·현실 판단·전문성과 계산 능력으로 안정된 성공을 만드는 힘,검증된 능력을 구체적인 성과와 책임으로 연결하세요.,,4,4,3,5,0,DERIVED,"Part III §2 — Pentacles, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
KING_OF_PENTACLES,WAITE_PKD_1910,REVERSED,GENERAL,능력과 부가 탐욕·부패·무책임으로 변해 위험을 만드는 상태,이익 구조와 책임 소재를 투명하게 확인하세요.,,-4,2,2,0,2,DERIVED,"Part III §2 — Pentacles, King",,,10,APPROVED,SOURCE_PARAPHRASE_EDITORIAL_V1,Waite Part III paraphrase; source wording is historically inconsistent and should not be treated as modern consensus.,true
