card_code,source_code,correspondence_type,value,source_locator,page_start,page_end,priority,review_status,review_method,review_notes,is_active
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Pleasure,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SUN,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SCORPIO,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,TIPHARETH,Liber LXXVIII — Minor Arcana — SIX_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Illusionary Success,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,VENUS,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,SCORPIO,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,NETZACH,Liber LXXVIII — Minor Arcana — SEVEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Abandoned Success,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SATURN,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,PISCES,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,HOD,Liber LXXVIII — Minor Arcana — EIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Material Happiness,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,JUPITER,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,PISCES,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,YESOD,Liber LXXVIII — Minor Arcana — NINE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Perfected Success,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MARS,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,PISCES,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,MALKUTH,Liber LXXVIII — Minor Arcana — TEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — PAGE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Princess of the Waters; the Lotus of the Palace of the Floods,Liber LXXVIII — Minor Arcana — PAGE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
PAGE_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,EARTH_OF_WATER,Liber LXXVIII — Minor Arcana — PAGE_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — KNIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of the Waves and the Waters; the King of the Hosts of the Sea,Liber LXXVIII — Minor Arcana — KNIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KNIGHT_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,FIRE_OF_WATER,Liber LXXVIII — Minor Arcana — KNIGHT_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — QUEEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Queen of the Thrones of the Waters,Liber LXXVIII — Minor Arcana — QUEEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
QUEEN_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,WATER_OF_WATER,Liber LXXVIII — Minor Arcana — QUEEN_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,WATER,Liber LXXVIII — Minor Arcana — KING_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Prince of the Chariot of the Waters,Liber LXXVIII — Minor Arcana — KING_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
KING_OF_CUPS,GOLDEN_DAWN_BOOK_T_1912,COURT_ELEMENT,AIR_OF_WATER,Liber LXXVIII — Minor Arcana — KING_OF_CUPS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — ACE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Root of the Powers of Air,Liber LXXVIII — Minor Arcana — ACE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
ACE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,KETHER,Liber LXXVIII — Minor Arcana — ACE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Peace Restored,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MOON,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LIBRA,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TWO_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHOKMAH,Liber LXXVIII — Minor Arcana — TWO_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Sorrow,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SATURN,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LIBRA,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
THREE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,BINAH,Liber LXXVIII — Minor Arcana — THREE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Rest from Strife,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,JUPITER,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,LIBRA,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FOUR_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,CHESED,Liber LXXVIII — Minor Arcana — FOUR_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Defeat,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,VENUS,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,AQUARIUS,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
FIVE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,GEBURAH,Liber LXXVIII — Minor Arcana — FIVE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Earned Success,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MERCURY,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,AQUARIUS,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SIX_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,TIPHARETH,Liber LXXVIII — Minor Arcana — SIX_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Unstable Effort,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MOON,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,AQUARIUS,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
SEVEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,NETZACH,Liber LXXVIII — Minor Arcana — SEVEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Shortened Force,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,JUPITER,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,GEMINI,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,0-10,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
EIGHT_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,HOD,Liber LXXVIII — Minor Arcana — EIGHT_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Despair and Cruelty,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,MARS,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,GEMINI,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,10-20,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
NINE_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,SEPHIRAH,YESOD,Liber LXXVIII — Minor Arcana — NINE_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ELEMENT,AIR,Liber LXXVIII — Minor Arcana — TEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,GD_TITLE,The Lord of Ruin,Liber LXXVIII — Minor Arcana — TEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,PLANET,SUN,Liber LXXVIII — Minor Arcana — TEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,ZODIAC,GEMINI,Liber LXXVIII — Minor Arcana — TEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
TEN_OF_SWORDS,GOLDEN_DAWN_BOOK_T_1912,DECAN,20-30,Liber LXXVIII — Minor Arcana — TEN_OF_SWORDS,,,10,APPROVED,PRIMARY_TABLE_NORMALIZATION_V1,Normalized from the 1912 Book T tables; RWS card order retained.,true
